Default,loan_amnt,int_rate,grade,emp_length,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_pymnt
0,13000,7.88%,A,3 years,19.72,0,3,,14,9368,30.20%,14640.09551
0,4000,12.73%,C,7 years,14.78,0,1,,13,14360,48.20%,4556.24738
0,4800,9.88%,B,3 years,11.28,0,1,,7,16062,57.40%,5056.589374
0,5800,14.59%,D,< 1 year,1.86,0,0,,5,4372,48%,7196.585705
0,5000,15.70%,D,10+ years,16.26,0,0,40,4,2276,73.40%,6182.242214
0,14000,7.88%,A,10+ years,14.37,0,1,,10,8976,20.80%,15580.76026
0,12000,7.88%,A,10+ years,4.97,0,0,,12,0,0%,12814.50696
0,14000,12.73%,C,2 years,18.85,0,0,,12,31992,75.50%,16862.53787
0,10000,9.88%,B,2 years,14.44,0,0,37,8,18111,69.10%,10391.95364
0,25000,12.73%,C,9 years,10.62,0,0,,8,19002,53.10%,28309.74595
1,15000,11.36%,B,10+ years,17.82,0,1,,10,21367,77.10%,2821.54
0,15000,11.36%,B,10+ years,24.24,0,0,32,13,29618,78.10%,17772.62519
0,14000,7.88%,A,2 years,4.98,0,0,,9,4482,19.40%,15766.19883
0,13000,15.33%,D,5 years,8.87,0,1,,6,13222,91.80%,15481.80929
0,6300,13.11%,C,5 years,24.52,0,2,,15,11011,88.10%,7653.64847
0,25000,11.36%,B,4 years,17.5,0,0,,7,15103,78.30%,26539.06573
0,4000,9.88%,B,3 years,2.47,0,0,41,12,3187,37.10%,4466.444368
0,10000,15.33%,D,10+ years,19.23,0,0,,5,18533,90.40%,12538.15448
0,2100,7.88%,A,2 years,21.52,0,0,,4,564,7.60%,2211.661954
0,10000,9.88%,B,5 years,1.73,0,4,,5,2403,22%,11596.52416
0,1500,6.39%,A,5 years,2.38,0,0,,8,3947,7.60%,1616.285175
1,8500,16.07%,D,2 years,23.07,0,0,,4,9640,87.60%,1809.88
0,20000,14.96%,D,10+ years,12.58,0,2,51,12,38910,93.30%,22961.70459
1,4000,10.62%,B,n/a,5.76,0,1,47,6,4423,40.20%,3168.97
0,20000,14.59%,D,< 1 year,16.63,0,2,,8,9431,87.30%,24843.52082
0,12000,9.88%,B,3 years,5.16,0,3,70,7,1117,2.60%,13915.97565
0,1750,10.99%,B,3 years,7.76,1,0,17,9,1967,18.20%,2062.483502
0,7500,10.25%,B,5 years,7.36,0,1,,7,1386,9%,8744.332415
0,1400,13.11%,C,4 years,9.8,0,0,,10,1702,24.30%,1460.237609
0,9000,9.88%,B,3 years,10.6,1,2,18,20,11250,17.90%,10436.84442
0,1000,6.76%,A,10+ years,10.18,0,1,,21,17028,11.70%,1107.800021
0,5000,10.62%,B,4 years,21.6,1,0,16,5,6010,41.40%,5861.219595
1,4200,11.36%,B,5 years,7.49,0,1,,12,4898,17.40%,4699.31
1,5600,14.96%,D,1 year,4,0,0,38,5,3839,76.80%,6474.6
0,25000,10.99%,B,9 years,12.13,0,0,,7,19596,43.80%,29462.36027
0,7000,12.73%,C,1 year,23.96,0,0,,12,14441,87%,8355.204476
0,21000,10.62%,B,n/a,15.18,0,0,,14,31725,32.80%,24616.14597
0,8000,13.11%,C,7 years,6.37,0,0,65,7,10039,69.20%,9719.060175
0,3000,10.25%,B,< 1 year,20.5,0,0,,8,8027,62.70%,3363.367933
0,3500,6.39%,A,10+ years,14.18,0,2,,12,5256,15.60%,3856.010516
0,8500,7.14%,A,10+ years,19.7,0,0,,14,9411,20.30%,9468.26222
0,4000,10.25%,B,6 years,1.85,0,0,,3,1495,49.80%,4345.876277
0,15000,7.88%,A,5 years,9.61,0,0,,10,4176,8.80%,16888.55232
0,12800,12.73%,C,3 years,12.3,0,0,37,5,15598,66.90%,12936.91
0,8000,10.62%,B,3 years,15,0,2,36,9,5553,32.10%,9371.253492
0,7200,13.48%,C,2 years,11.2,0,2,,7,4743,62.40%,8793.514869
0,7500,10.99%,B,4 years,6.83,0,1,,4,14058,73.60%,8838.991041
1,1200,13.85%,C,5 years,3.08,0,3,,3,2823,65.70%,501.62
0,12000,7.88%,A,6 years,13.87,0,1,,13,18183,33.20%,13445.38318
0,10000,9.88%,B,4 years,9.55,0,0,,10,18096,68.30%,11166.13067
0,7500,10.25%,B,3 years,3.52,0,3,,6,639,2.70%,8744.409117
0,16000,15.33%,D,8 years,15.92,0,0,70,10,17830,78.90%,20063.9124
0,3500,6.76%,A,3 years,14.54,0,2,,11,1498,2.70%,3689.286978
0,2000,14.96%,D,5 years,15.27,0,0,,10,5472,97.70%,2494.6875
0,5000,7.14%,A,10+ years,6.57,0,3,41,12,8754,17.30%,5569.831522
0,20000,9.88%,B,5 years,8.25,0,1,,13,16835,15.80%,22909.52573
0,10000,13.48%,C,9 years,12.49,0,0,,13,39636,99%,12213.15
0,14400,13.85%,C,10+ years,12.7,0,0,,5,36174,78%,17680.56526
1,9000,12.73%,C,< 1 year,17.12,0,0,,7,14152,71.70%,2935.25
1,5800,13.48%,C,2 years,14.58,0,0,,8,4112,45.20%,2754.06
1,12000,14.59%,D,8 years,12.48,0,3,,12,18159,96.60%,1652.44
0,5000,7.14%,A,3 years,6.31,0,1,,15,5413,20%,5569.726175
0,4000,14.96%,D,10+ years,1.79,0,0,,4,1298,81.10%,4989.353846
0,20500,13.48%,C,2 years,18.91,0,2,,14,19427,51.10%,25036.82145
0,5000,15.70%,D,5 years,10.36,0,1,,4,2176,53.10%,6039.862166
0,16000,12.73%,C,10+ years,24.67,0,0,,10,46373,76.80%,19335.66939
0,1200,10.99%,B,4 years,10.71,0,1,,8,8797,41.90%,1387.226374
0,10000,7.88%,A,< 1 year,9.09,0,0,,5,7386,33.90%,11277.36561
0,3200,7.88%,A,3 years,21.49,0,1,,8,3630,71.20%,3603.755491
0,8000,9.88%,B,8 years,1.44,0,2,,4,4165,61.20%,8534.955031
0,16000,7.88%,A,10+ years,14.97,0,0,,8,13925,15.70%,18018.64683
0,5000,12.73%,C,7 years,2.04,1,1,6,6,1319,44%,6060.992421
0,10000,14.96%,D,10+ years,16.42,1,0,4,24,16591,15.30%,12473.19661
0,10000,10.25%,B,7 years,11.59,0,1,80,9,778,43.20%,11659.34937
0,4200,6.76%,A,7 years,19.83,0,0,,20,12308,22.80%,4652.424549
0,10000,12.73%,C,10+ years,16.15,0,3,39,14,3466,25.10%,11181.97291
0,12800,19.41%,F,2 years,11.15,0,2,,26,8340,24.20%,17008.95541
0,15000,7.88%,A,9 years,8.75,0,1,,9,16224,38.30%,16439.22199
0,7000,14.96%,D,4 years,17.06,0,3,,10,9707,46.20%,8731.286778
0,14000,9.88%,B,< 1 year,20.04,0,0,,10,15460,60.60%,16234.83023
0,12000,12.73%,C,4 years,2.51,0,1,,6,10051,41%,14351.98715
0,24250,12.73%,C,4 years,21.13,0,2,30,12,32628,61.80%,27925.38541
0,20000,10.99%,B,1 year,17.52,0,0,,12,21070,32.40%,20005.12238
0,15500,7.88%,A,< 1 year,7.05,0,1,,8,16931,34.60%,17438.40519
0,5000,12.73%,C,3 years,7.77,0,0,46,5,10375,83.70%,6042.608799
0,15000,10.99%,B,n/a,15.97,0,0,,5,15142,62.60%,17285.70454
0,25000,14.96%,D,9 years,3.98,0,3,33,10,12797,30.20%,29652.19025
0,13000,10.25%,B,10+ years,13.66,0,1,,4,25444,42.40%,14927.21995
0,23450,11.36%,B,1 year,17.76,0,1,26,17,72623,50.80%,26951.66193
0,14400,10.25%,B,2 years,5.54,0,0,,7,10387,59.70%,16614.43718
0,24000,16.45%,E,1 year,21.78,0,0,,8,35819,95.80%,30567.44762
0,25000,11.36%,B,9 years,3.6,0,1,29,13,9466,27.40%,29620.81818
1,18000,10.25%,B,10+ years,6.85,0,4,,11,8793,24.10%,11425.28
0,5000,7.14%,A,10+ years,3.14,0,0,,16,3204,7.60%,5536.572307
0,15000,10.99%,B,2 years,0.41,0,0,,5,2583,15.90%,16117.50794
0,24000,12.73%,C,10+ years,10.65,0,0,49,7,31973,74.40%,29002.44987
0,6000,13.11%,C,2 years,2.63,0,1,,13,1586,61%,7289.31525
0,10000,10.99%,B,1 year,16.1,0,0,30,11,2595,32%,11785.39367
0,25000,14.96%,D,< 1 year,17.24,0,0,,10,30438,79.40%,31182.32678
0,10000,14.22%,C,8 years,12.48,0,1,75,4,4719,77.40%,12342.6214
0,15000,12.73%,C,9 years,21.68,0,0,,14,44135,54.20%,18127.00508
0,22000,12.73%,C,10+ years,12.16,0,0,,5,13871,70.10%,26371.80561
0,2400,13.11%,C,3 years,18.2,0,3,,2,1060,42.40%,2915.729109
0,25000,15.33%,D,10+ years,13.96,1,0,14,14,26018,43.90%,29772.71381
1,7000,14.96%,D,< 1 year,8.59,2,0,21,11,6907,92.10%,4080.51
0,8500,11.36%,B,1 year,17.13,0,1,,9,12430,46.60%,10071.47531
0,21000,11.36%,B,10+ years,23.1,0,0,,11,34377,58.50%,24400.8183
0,12000,7.51%,A,n/a,4.33,0,2,,13,6449,12.50%,13439.63455
0,5000,10.99%,B,1 year,12.27,0,1,,3,5502,36.70%,5892.775458
0,7500,12.73%,C,< 1 year,17.28,0,0,,6,6292,71.50%,9063.716204
0,2000,7.51%,A,7 years,21.02,0,0,60,8,9184,21.20%,2239.957976
0,15000,9.88%,B,8 years,4.95,0,1,,11,13020,25.40%,16541.41868
0,10800,7.88%,A,1 year,3.76,0,0,,15,2642,64.40%,12162.62452
0,15000,9.88%,B,3 years,4.12,0,0,,12,8361,12.10%,16679.62557
0,7000,10.25%,B,5 years,23.77,0,0,,7,14685,89.80%,8161.447727
0,3000,10.62%,B,n/a,0.37,0,6,,4,55,0.20%,3121.221558
0,8000,7.14%,A,3 years,16.82,0,0,,10,9191,19%,8798.791615
0,14500,9.88%,B,2 years,24.4,0,0,,9,9752,55.70%,16814.72256
0,18000,14.22%,C,7 years,17.57,0,0,,17,26364,57.80%,18214.52
0,11000,13.11%,C,4 years,11.88,0,0,33,15,9637,46.70%,12167.43456
0,20000,10.25%,B,2 years,13.22,0,0,,10,4137,24.60%,22517.95665
0,12500,15.33%,D,5 years,0.64,0,0,31,2,1161,23.70%,15674.79603
0,25000,10.99%,B,4 years,17.88,0,1,45,12,5947,14%,29257.2936
0,25000,11.36%,B,5 years,20.51,0,0,,7,43567,76.80%,29620.91038
0,5000,13.48%,C,10+ years,6.52,0,0,,5,14281,65.20%,5517.699328
0,14000,9.88%,B,2 years,6.1,0,1,,9,7315,27.40%,15694.47329
0,21600,13.11%,C,10+ years,7.98,0,0,,8,34804,79.60%,26195.44262
1,5600,14.59%,D,1 year,6.33,0,0,,3,1578,68.60%,4119.9
0,10000,9.88%,B,7 years,11.78,0,3,61,6,7875,25.80%,10911.64776
1,4000,12.73%,C,2 years,11.68,1,0,21,3,303,43.30%,1220.29
0,15000,16.82%,E,< 1 year,22.57,2,0,7,25,15214,68.70%,19204.19308
0,2500,7.51%,A,n/a,23.45,0,1,,6,12003,54.10%,2672.304042
0,13000,13.11%,C,2 years,18.68,0,3,,9,15362,49.90%,15778.68329
0,17000,9.88%,B,6 years,16.82,0,0,,8,19388,19.80%,19714.14571
0,5500,12.73%,C,< 1 year,22.91,0,0,,10,13778,72.10%,6522.518781
0,7750,9.88%,B,< 1 year,24.64,0,3,,10,10836,63%,8987.556515
0,8000,10.99%,B,2 years,14.36,0,0,,6,4836,62.80%,9428.280841
0,13200,7.51%,A,2 years,17.8,0,0,,11,6294,33.50%,13842.66574
0,6000,7.14%,A,8 years,13.43,0,0,,11,7537,23.10%,6634.251611
0,5000,14.59%,D,2 years,22.86,0,1,,4,2305,92.20%,5968.667064
0,6500,7.51%,A,2 years,16.8,0,1,,9,6238,14.90%,7279.929791
0,6000,13.11%,C,6 years,2.82,2,2,18,5,4361,58.90%,6426.93093
0,19000,16.82%,E,3 years,18.41,0,2,,17,9246,85.60%,23917.59834
0,25000,15.33%,D,< 1 year,16.16,0,0,,11,89620,76.60%,31237.3926
1,4750,13.11%,C,7 years,18.49,0,3,,14,10979,86.40%,2878.02
0,7800,7.14%,A,3 years,15.27,0,0,,7,4249,21.40%,8688.752052
0,3200,15.70%,D,5 years,2.32,0,0,28,6,2340,38.40%,3669.214848
0,14000,10.25%,B,4 years,15.27,0,2,48,9,6485,37.50%,15132.58347
0,12000,14.22%,C,7 years,17.56,0,0,,7,17233,91.20%,14811.50512
0,25000,11.36%,B,10+ years,22.59,0,0,,7,44808,65.80%,29621.18458
0,10000,14.96%,D,10+ years,20.77,0,2,61,18,9710,58.10%,12584.34045
0,5000,13.11%,C,2 years,20.04,0,0,,3,438,17.50%,6074.492101
1,3250,7.14%,A,2 years,22.65,0,2,,14,24455,52.90%,2959.99
0,8400,10.99%,B,10+ years,18.62,0,3,,17,9222,34.70%,9899.493931
0,4700,7.14%,A,10+ years,14.78,0,0,,10,73708,25.50%,5235.629927
0,12000,11.36%,B,3 years,16.82,0,0,,6,8169,64.80%,14218.35942
0,3000,10.99%,B,10+ years,9.82,0,1,38,14,14338,34.20%,3478.387454
0,12000,7.88%,A,3 years,15.29,0,0,,10,15631,24.60%,13445.2872
0,16000,10.25%,B,10+ years,4.61,0,0,,7,12997,65.70%,18588.49803
0,8000,13.11%,C,2 years,8.4,0,1,30,6,9168,77.70%,9719.099773
0,4000,10.62%,B,5 years,11.96,0,0,,2,0,0%,4687.945195
0,13650,10.25%,B,8 years,13.98,0,0,25,8,22837,79.30%,15560.01061
0,25000,10.99%,B,2 years,17.34,0,1,,9,21914,40%,29135.23023
0,15000,15.70%,D,< 1 year,20.44,0,1,55,16,28511,56.70%,17711.5969
0,6300,6.76%,A,3 years,6.25,0,1,,9,12345,17.40%,6335.782844
0,12000,7.88%,A,2 years,11.93,0,0,,14,13405,27%,13354.85996
0,3250,10.62%,B,5 years,17.23,0,3,,20,10696,24.50%,3304.451906
0,5000,7.51%,A,< 1 year,11.58,0,2,,15,2493,9.90%,5599.926575
0,10000,7.51%,A,10+ years,8.97,0,1,,13,13150,50%,10841.60822
0,20000,13.48%,C,3 years,14.67,0,3,75,18,22908,59.20%,24160.91093
0,5000,7.88%,A,10+ years,16.89,0,0,73,11,11665,51.60%,5631.018179
0,13000,14.59%,D,5 years,22.98,0,0,26,8,7719,55.90%,16157.86137
0,15000,11.36%,B,3 years,17.61,0,3,,9,28261,70%,17097.66874
0,15000,13.85%,C,10+ years,19.29,0,1,49,12,24341,87.20%,18417.03645
1,18000,15.33%,D,3 years,15.75,0,1,,8,24322,95%,14441.29
1,8000,15.70%,D,n/a,7.36,1,0,20,8,10973,87.80%,7979.43
1,10000,10.25%,B,n/a,9.09,0,3,,4,2205,24.50%,1291.08
0,1200,10.25%,B,6 years,13.36,0,1,24,15,6101,68.60%,1399.485951
0,3000,14.96%,D,6 years,23.84,0,1,,7,2207,45%,3706.829462
0,11500,7.51%,A,9 years,9.82,0,3,,8,1944,13.60%,12879.8209
0,6400,10.62%,B,4 years,23.54,0,3,,9,5732,79.60%,7387.15576
0,7200,13.11%,C,6 years,9.68,0,0,,4,6659,80.20%,8752.645453
0,4000,12.73%,C,< 1 year,9.36,0,3,73,9,4498,73.70%,4834.162841
0,15000,10.62%,B,< 1 year,14.95,0,2,,19,33403,40.40%,17148.96842
0,8500,7.51%,A,1 year,20.05,0,3,,11,4384,19.20%,9450.336834
0,6000,10.25%,B,6 years,16.33,0,3,,17,14541,16.50%,6494.794665
0,6000,7.51%,A,10+ years,18.31,0,0,,11,26463,37.60%,6719.869086
0,25000,10.99%,B,7 years,22.83,0,3,,20,42752,39.20%,29462.39703
0,12000,7.88%,A,4 years,7.92,0,1,,7,8647,26.20%,13514.30953
1,25000,18.30%,F,2 years,7.28,1,1,21,12,28897,46.90%,14112.72
0,15000,14.22%,C,10+ years,3.48,0,3,,4,4628,94.40%,18507.92185
0,11000,10.62%,B,10+ years,10.48,0,0,,3,0,0%,11973.02649
0,1600,11.36%,B,4 years,0.96,0,2,,4,66,0.50%,1895.818118
1,25000,16.45%,E,< 1 year,13.96,0,1,,10,16960,90.70%,7065.92
0,6000,12.73%,C,2 years,7.73,1,0,23,8,0,0%,7192.301995
1,4000,15.33%,D,5 years,9.12,0,1,,8,2653,49.10%,179.73
0,3525,14.59%,D,5 years,18.9,0,0,,13,6968,60.10%,4389.273116
0,25000,14.96%,D,10+ years,16.28,0,0,,15,73257,60%,31182.3919
0,10000,10.25%,B,2 years,20.86,0,0,,8,9844,39.10%,11561.68103
0,3500,10.99%,B,4 years,0.63,1,1,22,15,11279,19.50%,3937.466703
0,20000,13.85%,C,10+ years,9.18,0,2,46,10,12970,74.50%,24555.94412
0,25000,16.07%,D,2 years,14.23,0,2,,28,59308,32.90%,31675.07458
1,15000,10.25%,B,10+ years,14.96,0,0,,12,8443,43.70%,15721.33
0,25000,16.07%,D,10+ years,20.88,0,0,,18,13018,68.40%,31675.51655
0,10000,11.36%,B,10+ years,11.19,0,0,,2,11406,81.50%,13254.76
0,3000,7.51%,A,5 years,11.49,0,4,,11,9574,36%,3193.767457
0,14000,10.62%,B,2 years,13.25,0,1,59,9,14706,72.40%,16327.29019
0,3600,7.88%,A,8 years,11.79,1,3,15,7,1773,20.90%,4006.461166
0,4800,10.62%,B,2 years,3.33,0,1,,2,1977,23.80%,5627.292875
0,19000,10.99%,B,3 years,11.68,0,1,,13,12284,20.80%,22391.66415
0,2000,10.99%,B,4 years,23.42,0,1,,15,55809,89.30%,2357.095414
0,7000,16.82%,E,1 year,12.63,0,0,,3,5063,55%,8945.629964
0,25000,15.70%,D,10+ years,9.68,0,0,,8,19466,99.30%,31512.66607
0,12000,13.48%,C,1 year,15.68,0,1,,11,3792,55.80%,14561.96786
0,20000,10.62%,B,2 years,1.53,0,0,58,11,3818,15.60%,20178.5
0,3350,6.76%,A,10+ years,23.55,0,0,,6,18350,29.90%,3405.256466
0,25000,12.73%,C,1 year,15.47,0,0,24,15,23251,70.70%,28550.47837
0,20000,13.11%,C,< 1 year,8.3,0,0,,4,18339,84.20%,24040.3002
0,5200,17.19%,E,7 years,0.57,0,1,,2,3594,83.60%,6692.01512
0,25000,15.70%,D,3 years,14.21,0,0,,11,25262,73.70%,30992.12445
0,6600,17.93%,E,10+ years,2.34,0,3,32,6,7261,84.40%,7650.080115
0,16000,10.25%,B,1 year,4.93,0,1,,5,3252,25%,18654.43794
0,12000,9.88%,B,5 years,9.26,0,1,,9,10836,63%,13849.59486
0,24000,13.85%,C,7 years,13.7,0,0,,4,12606,88.20%,27806.39813
0,10000,7.88%,A,< 1 year,3.46,0,1,,5,4771,26.80%,10531.81408
1,5000,7.88%,A,10+ years,14.84,0,0,79,7,1451,31.50%,2658.04
0,1000,11.36%,B,10+ years,0,0,1,,2,0,0%,1009.580213
1,12000,11.36%,B,3 years,17,0,3,,16,11134,28.90%,9759.52
0,14000,7.51%,A,10+ years,10.26,0,1,57,9,4198,15.40%,15322.39808
0,21250,10.99%,B,5 years,17.93,0,1,,7,26636,61.60%,25043.4919
0,5000,10.25%,B,10+ years,18.61,0,0,,14,44229,75.70%,5690.395356
0,8500,11.36%,B,2 years,4.46,1,0,14,17,1954,26.90%,10044.7629
0,15000,14.96%,D,2 years,12.85,1,1,3,20,20027,44.40%,18709.52736
0,9800,15.70%,D,7 years,4.93,0,1,32,6,3221,27.30%,11236.98386
0,5000,11.36%,B,9 years,6.51,0,1,,6,5971,67.90%,5869.681164
0,5000,13.48%,C,n/a,11.9,0,0,,5,12487,81.10%,5880.764718
0,10000,12.73%,C,1 year,20.64,0,0,,8,3353,54.10%,10409.83311
0,1500,16.82%,E,< 1 year,3.16,0,0,33,3,2761,83.70%,1865.688764
0,4000,7.88%,A,< 1 year,16.98,0,0,,11,50807,51%,4451.606058
1,5000,11.36%,B,10+ years,23.96,0,1,,8,12598,75%,1642.3
0,13200,13.48%,C,2 years,22.25,0,0,67,8,23698,78.70%,15853.12797
0,5000,10.25%,B,8 years,8.65,0,2,66,5,1158,10.50%,5650.400558
0,3000,14.22%,C,< 1 year,0.6,0,0,43,5,3100,73.80%,3711.605925
0,22500,14.96%,D,2 years,9.62,0,0,,4,12749,95.90%,28064.3173
1,15000,12.73%,C,1 year,10.9,0,1,,9,9156,34.30%,1162.79
1,16000,13.48%,C,5 years,21.07,0,1,,9,11495,76.10%,13035.96
0,12000,14.96%,D,2 years,9.78,0,0,63,5,9261,95.50%,14547.50884
0,10000,10.99%,B,6 years,16.15,0,2,,8,6940,49.70%,11785.48729
0,4000,11.36%,B,4 years,16.13,1,0,7,9,6874,48.10%,4739.438239
1,8000,13.85%,C,< 1 year,10.83,0,1,24,10,5485,76.20%,2724.1
0,5000,16.45%,E,2 years,1.88,0,0,,2,981,65.40%,6461.855554
1,10000,13.85%,C,2 years,1.8,0,2,,7,3109,15.90%,449.33
0,18000,10.99%,B,4 years,22.82,1,0,17,13,18940,72.20%,21067.90192
0,7500,14.96%,D,3 years,17.6,0,0,46,17,16517,31.20%,9354.942401
0,1000,14.59%,D,2 years,6.15,0,0,,4,681,52.40%,1232.185457
0,16750,10.62%,B,3 years,10.2,0,2,,8,22627,47.70%,18394.09422
0,4800,6.76%,A,10+ years,13.4,0,0,,9,80723,27.10%,5115.50841
0,6000,17.19%,E,< 1 year,4.8,0,0,,5,6451,97.70%,7727.648522
1,7000,14.96%,D,7 years,9.65,0,1,75,10,12392,73.80%,3386.88
0,23800,10.25%,B,7 years,5.41,0,2,,6,4678,11%,24552.17438
0,24000,20.16%,G,9 years,2.35,2,0,8,3,366,4.30%,32241.71573
0,18500,15.33%,D,2 years,11.2,0,0,,4,4978,99.60%,22387.05058
0,22000,10.99%,B,2 years,7.26,0,0,,4,29740,57.20%,25926.99745
0,11000,13.11%,C,10+ years,4.5,0,0,36,5,1210,24.20%,13149.59234
0,1800,13.48%,C,1 year,1.3,0,0,,9,10201,65%,2118.918241
0,12000,13.11%,C,10+ years,8.88,0,0,,6,8502,57.40%,14578.41599
0,20000,11.36%,B,4 years,11.27,0,1,73,12,35713,60.80%,23478.44445
0,10000,15.70%,D,5 years,21.73,0,0,,8,12421,77.10%,12604.31299
1,4000,13.11%,C,2 years,20.88,1,0,15,13,9418,38.10%,689.6
0,17400,16.07%,D,8 years,9.9,0,2,36,17,12487,72.20%,22047.58093
1,25000,14.59%,D,10+ years,3.95,0,2,29,3,0,0%,30118.04
0,3000,10.25%,B,4 years,0.44,0,0,81,10,3752,42.20%,3497.754983
0,24250,15.33%,D,10+ years,19,1,2,21,10,14206,55.90%,30406.935
0,10000,15.70%,D,2 years,21,0,0,,6,6760,85.60%,12599.87882
0,13000,10.62%,B,< 1 year,1.38,0,0,,3,3153,23.70%,15201.10963
0,7000,7.51%,A,n/a,11.38,0,0,77,7,5291,67%,7667.004891
1,9000,7.88%,A,n/a,4.18,1,2,17,9,5663,13.20%,10093.33
0,13000,10.62%,B,2 years,23.55,0,1,,10,24931,57.60%,15239.52021
0,1000,13.48%,C,2 years,10.34,0,1,,10,30435,93.60%,1172.75006
0,21250,13.48%,C,2 years,17.68,0,0,52,18,19484,46.50%,25952.37949
0,3600,7.14%,A,6 years,16.51,0,1,71,11,22646,65.30%,3641.76
0,10000,14.96%,D,2 years,18.65,0,1,39,4,22680,76.90%,12473.50861
1,25000,15.33%,D,10+ years,18.05,0,0,,10,35998,87.40%,11252.6
0,8000,12.73%,C,1 year,15.43,0,0,,7,1359,52.30%,9685.51572
1,9800,13.11%,C,n/a,8.25,1,2,4,14,5745,18.40%,9651.8
0,24250,15.70%,D,6 years,16.9,0,0,25,11,66520,91.10%,30532.50147
0,10000,10.99%,B,1 year,17.04,0,2,,10,2578,25.30%,10268.42783
1,3000,7.51%,A,8 years,5.55,0,0,26,6,4296,20.40%,3029.05
0,12000,14.59%,D,4 years,16.53,0,0,,7,9114,54.60%,14672.29851
0,8000,7.88%,A,4 years,24.33,0,2,,7,2668,14.10%,9009.442068
0,7000,14.96%,D,3 years,9.18,1,1,6,3,0,0%,7713.818019
1,4000,17.19%,E,n/a,9.35,0,0,,6,4598,57.50%,458.18
0,5400,7.88%,A,10+ years,21.27,0,0,,8,19843,59.90%,5853.536299
0,5600,11.36%,B,< 1 year,20.11,0,0,,4,14949,87.90%,6292.561373
0,16000,16.07%,D,4 years,22.98,0,0,,14,35229,95.30%,20271.90475
0,6000,13.48%,C,2 years,14.77,0,1,,11,2662,30.60%,7327.812507
0,2000,13.11%,C,9 years,6.19,0,0,67,2,0,0%,2429.803046
0,15000,10.99%,B,2 years,11.24,0,2,,6,11023,68.90%,17519.82222
0,5000,7.88%,A,2 years,10.77,0,0,,12,10949,29%,5339.448337
0,12000,13.11%,C,10+ years,13.71,0,2,38,7,8896,54.60%,14578.289
0,10750,14.22%,C,2 years,11.38,0,0,,12,7634,50.90%,12945.32111
0,3200,15.70%,D,3 years,6.25,1,0,20,4,1730,41.20%,4029.15134
0,9000,13.85%,C,< 1 year,24,0,1,27,4,9170,90.80%,11046.6911
0,8000,10.62%,B,4 years,7.42,0,1,,3,970,5.90%,8735.611507
0,15000,10.25%,B,5 years,15.34,0,2,,12,10705,24.60%,17489.2996
0,25000,16.07%,D,10+ years,19.62,0,0,,9,61165,91.30%,31675.60791
0,4000,9.88%,B,4 years,17.54,0,3,,5,4853,68.40%,4616.519251
0,20000,14.22%,C,10+ years,12.04,0,0,41,17,42465,63.10%,24685.71228
0,9500,14.59%,D,n/a,11.41,0,1,,2,144,28.80%,11787.76798
0,24000,11.36%,B,8 years,19.79,0,0,,18,21459,52%,28436.59586
1,20500,20.90%,G,5 years,24.52,1,1,18,6,16491,99.90%,15418.6
0,10000,10.99%,B,2 years,6.69,0,0,,9,12529,67.70%,11785.33704
0,8000,12.73%,C,5 years,2.01,0,1,,12,10572,56.20%,9667.955633
0,15000,13.11%,C,7 years,11.24,0,1,27,19,17354,38.20%,18223.12181
0,2000,11.36%,B,8 years,15.26,0,1,,12,23068,84.80%,2369.820346
0,5500,10.99%,B,2 years,19.79,0,0,,8,6035,23.90%,6482.038039
0,13000,15.33%,D,10+ years,22.76,0,2,31,8,24648,90%,16051.38667
0,16800,10.99%,B,2 years,20.13,0,0,,9,10887,57.30%,18899.44031
0,4000,10.25%,B,< 1 year,22.23,0,0,52,12,33317,44.60%,4663.693593
0,10000,10.25%,B,9 years,15.45,0,3,,5,2429,81%,10946.48703
0,12000,12.73%,C,5 years,22.75,0,3,,12,42632,45.90%,14501.87857
0,3600,7.14%,A,5 years,22.38,0,3,,10,24809,62.50%,4010.105357
0,4200,7.51%,A,2 years,15.57,0,2,,6,1801,62.10%,4703.910242
1,15000,15.33%,D,3 years,22.63,0,2,,11,21180,96.70%,4698.45
0,25000,10.62%,B,1 year,12.32,0,0,,6,24413,44.70%,29305.00349
0,19000,10.99%,B,2 years,24.53,0,0,,9,20371,65.40%,21407.75157
0,15000,13.11%,C,< 1 year,8.24,0,0,,7,10670,82.70%,18222.75241
0,1275,11.36%,B,3 years,18.83,0,1,,7,9961,85.90%,1510.72552
0,7000,7.88%,A,1 year,21.84,0,2,,15,23302,67.60%,7883.396739
0,15000,10.25%,B,3 years,3.66,0,2,,8,3508,21.10%,17488.6417
0,2500,7.14%,A,10+ years,0.2,0,0,,5,2153,23.20%,2700.654389
0,9000,7.88%,A,2 years,10.22,0,1,,6,9874,54.90%,10135.51923
1,15200,13.85%,C,7 years,0,0,0,,5,0,0%,3196.71
0,25000,11.36%,B,5 years,12.74,0,0,,10,26510,65.80%,28367.74067
0,1600,13.85%,C,1 year,20.15,0,0,,13,21370,95.40%,1964.529837
0,12000,7.88%,A,2 years,14.79,0,0,,8,1357,7.10%,13514.329
0,1000,7.88%,A,3 years,17.15,0,1,70,11,23572,66.60%,1121.812584
0,24000,10.99%,B,6 years,15.69,0,1,,14,14065,38.90%,28284.03413
